test_item,language,prompt,answer
B9C,English,"Here's the context: Susy does not want to read. There is a newspaper on the couch. Mary says: ""If Susy wants to read, there are books on the shelf"". Based on what Mary says, is it true that there are books on the shelf?","We can’t tell. Mary’s statement is conditional (“If Susy wants to read…”) and since Susy doesn’t want to read, it doesn’t imply that there are actually books on the shelf."
F1T,English,"Here's the context: Although pizza is more expensive than pasta, people buy it more. There is pizza in the fridge. In this context, is pizza more popular than pasta?","Yes. People buy pizza more, indicating it’s more popular than pasta."
F1F,English,"Here's the context: Although pizza is more expensive than pasta, people buy it more. There is pizza in the fridge. In this context, is pasta more popular than pizza?",No—pizza is more popular.
F2T,English,"Here's the context: Although black coffee is cheaper than green tea, most people prefer green tea. There is black coffee in the pot. In this context, is green tea more used than black coffee?","Yes. Since most people prefer green tea, it’s used more overall, even though there’s black coffee in the pot right now."
F2F,English,"Here's the context: Although black coffee is cheaper than green tea, most people prefer green tea. There is black coffee in the pot. In this context, is black coffee more used than green tea?","No. Most people prefer green tea, so it’s used more than black coffee."
F3T,English,"Here's the context: Although water is healthier than soda, many choose soda. There is water in the freezer. In this context, is soda more in demand than water?",Yes.
F3F,English,"Here's the context: Although water is healthier than soda, many choose soda. There is water in the freezer. In this context, is water more in demand than soda?","No. The context says many choose soda, so soda is in higher demand than water."
F4T,English,"Here's the context: Although broccoli is more difficult to cook than gnocchi, people use it more. There is broccoli in the oven. In this context, is broccoli more popular than gnocchi?","Yes. The context says people use broccoli more, implying it’s more popular than gnocchi."
F4F,English,"Here's the context: Although broccoli is more difficult to cook than gnocchi, people use it more. There is broccoli in the oven. In this context,  are gnocchi more popular than broccoli?",No. Broccoli is used more than gnocchi.
F5T,English,"Here's the context: Although sushi is healthier than burgers, people eat burgers more often. There is sushi on the table. In this context, are burgers more popular than sushi?","Yes. People eat burgers more often, implying they’re more popular."
F5F,English,"Here's the context: Although sushi is healthier than burgers, people eat burgers more often. There is sushi on the table. In this context, is sushi more popular than burgers?","No. People eat burgers more often, so burgers are more popular."
F6T,English,"Here's the context: Although bananas are more expensive than kiwis, people purchase them more. There are bananas in the basket. In this context, are bananas more popular than kiwis?","Yes. The context says people purchase bananas more than kiwis, indicating higher popularity."
F6F,English,"Here's the context: Although bananas are more expensive than kiwis, people purchase them more. There are bananas in the basket. In this context, are kiwis more popular than bananas?",No. Bananas are more popular than kiwis.
F7T,English,"Here's the context: Although dogs are more lively than cats, people prefer them. There is a cat up in the tree. In this context, are dogs more popular than cats?",No.
F7F,English,"Here's the context: Although dogs are more lively than cats, people prefer them. There is a cat up in the tree. In this context, are cats more popular than dogs?","No. In this context, people prefer dogs, so dogs are more popular than cats."
F8T,English,"Here's the context: Although reading books is more educational than watching TV, most people watch TV. There is a book on the shelf. In this context, are more people watching TV than reading books?","Yes. The context says most people watch TV, so more people are watching TV than reading books."
F8F,English,"Here's the context: Although reading books is more educational than watching TV, most people watch TV. There is a book on the shelf. In this context, are more people reading books than watching TV?","No. The context says most people watch TV, so fewer are reading books."
F9T,English,"Here's the context: Although running is better for fitness than walking, most people prefer walking. There is a runner on the track. In this context, is walking more popular than running?",Yes.
F9F,English,"Here's the context: Although running is better for fitness than walking, most people prefer walking. There is a runner on the track. In this context, is running more popular than walking?",No. Walking is more popular than running.
S1T,English,"Here's the context: The parrot is in the cage. Also, the dog is in the doghouse. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?","Cannot be determined. From Mary’s statement and the fact the parrot is in the cage, we can infer Thomas will bring pizza, not that he already brought it."
S1F,English,"Here's the context: The parrot is in the cage. Also, the dog is in the doghouse. Thomas did not bring pizza. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?","Yes—according to Mary’s statement (since the parrot is in the cage). In reality, no: Thomas did not bring pizza, so her claim is false."
S1C,English,"Here's the context: The parrot is not in the cage. The dog is not in the doghouse either. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?","Cannot be determined. Mary’s statement only guarantees pizza if the parrot is in the cage. Since the parrot is not in the cage, the condition isn’t met, so Thomas may or may not have brought pizza."
S2T,English,"Here's the context: You finished your broccoli. You also finished your pasta. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?","Not necessarily. From Mary’s statement and the fact you finished your broccoli, you can infer that Mark will give you a candy (assuming Mary is right), but you can’t conclude he already gave it."
S2F,English,"Here's the context: You finished your broccoli. You also finished your pasta. Mary did not give you a candy. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?",Yes.
S2C,English,"Here's the context: You didn't finish your broccoli. You didn't finish your pasta either. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?","Unknown. Mary’s statement only guarantees a candy if you finish your broccoli; you didn’t, so we can’t conclude that Mark gave you a candy."
S3T,English,"Here's the context: The foxes are dancing. Also, the squirrels are eating. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?","Not necessarily. From Mary’s statement and the fact that the foxes are dancing, we can conclude that Susan will get a camera, but we can’t conclude she already got one."
S3F,English,"Here's the context: The foxes are dancing. Also, the squirrels are eating. Susan did not get a shovel. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?","Yes. Since the foxes are dancing, Mary’s statement implies Susan will get a camera."
S3C,English,"Here's the context: The foxes are not dancing. The squirrels are not eating either. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?","Unknown. Mary’s statement only says that if the foxes are dancing, then Susan will get a camera. Since the foxes are not dancing, this doesn’t tell us whether Susan got a camera or not."
S4T,English,"Here's the context: The TV is on. The radio is also on. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","Yes. Since the TV is on, Mary’s statement implies Matthew will bake cookies (the radio is irrelevant)."
S4F,English,"Here's the context: The TV is on. The radio is also on. Matthew did not bake cookies. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","Yes—according to Mary’s claim and the TV being on, he would have baked cookies (though the given facts say he didn’t)."
S4C,English,"Here's the context: The TV is off. The radio is also off. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","Cannot be determined. Mary’s statement only says that if the TV is on, Matthew will bake cookies; with the TV off, nothing follows about whether he baked cookies."
S5T,English,"Here's the context: Today, the weather is sunny. Also, there is no wind. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?","Yes—given Mary’s statement and the sunny weather, it follows that Emma wore purple (assuming Mary’s statement is correct)."
S5F,English,"Here's the context: Today, the weather is sunny. Also, there is no wind. Emma is wearing green. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?","Yes—based on Mary’s statement and the fact that it’s sunny, we would infer Emma wore purple. However, the context also says Emma is wearing green, so Mary’s statement would be incorrect."
S5C,English,"Here's the context: Today, the weather is rainy. Also, it is very windy. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?","Unknown. Mary’s statement only says that if it’s sunny, Emma will wear purple. Today it’s rainy, so the condition isn’t met; Emma might or might not have worn purple."
S6T,English,"Here's the context: The playground is empty.  Also, the streets are quiet. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?","Yes. Since the playground is empty and Mary said “If the playground is empty, Angela will take a selfie,” it follows that Angela took a selfie."
S6F,English,"Here's the context: The playground is empty.  Also, the streets are quiet. Angela did not take a selfie. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?","Yes — according to Mary’s statement, since the playground is empty, Angela would take a selfie."
S6C,English,"Here's the context: The playground is crowded.  Also, the streets are lively. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?","Cannot be determined. Mary’s statement only says she will take a selfie if the playground is empty. Since the playground is crowded, the condition isn’t met, so we have no information about whether she took a selfie."
S7T,English,"Here's the context: The lawn has been mowed. Also, the flowers have been watered. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?","Cannot be determined. The lawn being mowed doesn’t imply Paul did it, and even if he did, “will get 50 euros” doesn’t confirm he already received it."
S7F,English,"Here's the context: The lawn has been mowed. Also, the flowers have been watered. Paul did not get 50 euros. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?","Yes. Based on Mary’s statement and the fact that he mowed the lawn, it follows he would get 50 euros."
S7C,English,"Here's the context: The lawn has not been mowed. Also, the flowers still need watering. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?","Unknown. Mary’s statement only says mowing the lawn is sufficient for getting 50 euros. Since the lawn was not mowed, we can’t conclude whether he got 50 euros or not."
S8T,English,"Here's the context: The dog is playing. Also, the cat is climbing the tree. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?","Yes. Given Mary’s statement and the fact that the dog is playing, Anthony will read a book (according to Mary)."
S8F,English,"Here's the context: The dog is playing. Also, the cat is climbing the tree. Anthony did not read a book. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?","Yes. According to Mary’s statement, since the dog is playing, Anthony would read a book (though the context also says he did not, so her claim is false)."
S8C,English,"Here's the context: The dog is not playing. Also, the cat is sleeping. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?","Cannot be determined. Mary’s statement only guarantees reading if the dog is playing; since the dog isn’t playing, it doesn’t tell us whether Anthony read or not."
S9T,English,"Here's the context: The fridge is empty. Also, the oven is broken. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?","Not necessarily. From Mary’s statement and the fact the fridge is empty, we can infer (according to Mary) that Amy will bring donuts, but that doesn’t mean she already brought them."
S9F,English,"Here's the context: The fridge is empty. Also, the oven is broken. Amy did not bring donuts. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?","Yes. Based on Mary’s statement and the fact that the fridge is empty, it follows that Amy brought donuts (though this contradicts the given context)."
S9C,English,"Here's the context: The fridge is full. Also, the oven is on. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?","Cannot be determined. Mary’s statement only implies donuts if the fridge is empty; since it’s full, her statement gives no information about whether Amy brought donuts."
B1T,Catalan,"Aquí tens el context: En Joan té gana i hi ha pizza al forn. També hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?","Sí. Com que en Joan té gana i la Maria diu “Si en Joan té gana, hi ha pizza al forn”, per modus ponens se’n dedueix que hi ha pizza al forn."
B1F,Catalan,"Aquí tens el context: En Joan té gana i no hi ha pizza al forn. Tampoc no hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?","No. Del context sabem que no hi ha pizza al forn. Això refuta l’afirmació de la Maria, perquè l’antecedent (“en Joan té gana”) és cert i el consegüent (“hi ha pizza al forn”) és fals."
B1C,Catalan,"Aquí tens el context: En Joan no té gana. Hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?","No es pot saber. La frase de la Maria només diu que si en Joan té gana, aleshores hi ha pizza; com que en Joan no té gana, no podem concloure que hi hagi pizza al forn. Podria haver-n’hi o no."
B2T,Catalan,"Aquí tens el context: La Núria té mal de cap i hi ha aspirines sobre la taula. També hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?","Sí. Com que la Núria té mal de cap i, segons la Maria, si té mal de cap hi ha aspirines sobre la taula, en podem concloure que n’hi ha."
B2F,Catalan,"Aquí tens el context: La Núria té mal de cap i no hi ha aspirines sobre la taula. Tampoc no hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?","Sí, segons la Maria. Però això contradiu el context (on s’ha dit que no n’hi ha), així que l’afirmació de la Maria seria falsa."
B2C,Catalan,"Aquí tens el context: La Núria no té mal de cap. També hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?","No ho sabem. De “Si la Núria té mal de cap, hi ha aspirines sobre la taula” i el fet que la Núria no té mal de cap, no se’n pot deduir que hi hagi aspirines; podria haver-n’hi o no."
B3T,Catalan,"Aquí tens el context: La Llúcia té set i hi ha aigua a la nevera. També hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?","Sí. Segons la Maria, com que la Llúcia té set, llavors hi ha aigua a la nevera."
B3F,Catalan,"Aquí tens el context: La Llúcia té set i no hi ha aigua a la nevera. Tampoc no hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?","Segons la Maria, sí. Però en realitat no: el context diu que no hi ha aigua a la nevera, així que l’afirmació de la Maria és falsa."
B3C,Catalan,"Aquí tens el context: La Llúcia no té set. Hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?","No se sap. L’afirmació de la Maria és condicional: només diu que si la Llúcia tingués set, hi hauria aigua. Com que no en té, no es pot concloure si hi ha aigua a la nevera."
B4T,Catalan,"Aquí tens el context: El mòbil del Pere no té bateria i hi ha un carregador al calaix. També hi ha un ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?","No necessàriament. Del que diu la Maria (“si el mòbil no té bateria, aleshores hi ha un carregador”) no es pot deduir per si sol que hi hagi carregador; cal saber també que el mòbil efectivament no té bateria. Només amb la seva frase, no ho podem assegurar."
B4F,Catalan,"Aquí tens el context: El mòbil del Pere no té bateria i no hi ha cap carregador al calaix. Tampoc no hi ha cap ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?","No. El context diu que no n’hi ha. De fet, l’afirmació de la Maria és falsa: el mòbil no té bateria (A és cert), però no hi ha carregador al calaix (B és fals). Segons ella n’hi hauria d’haver, però en realitat no."
B4C,Catalan,"Aquí tens el context: El mòbil del Pere està carregat. Hi ha un ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?","No ho podem saber. La Maria només diu que si el mòbil no té bateria, aleshores hi ha un carregador al calaix; com que el mòbil està carregat, això no implica que n’hi hagi."
B5T,Catalan,"Aquí tens el context: El temps és plujós i hi ha un paraigua al paraigüer. També hi ha un impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?","Sí. Com que plou i, segons la Maria, si plou hi ha un paraigua al paraigüer, podem concloure que n’hi ha."
B5F,Catalan,"Aquí tens el context: El temps és plujós i no hi ha cap paraigua al paraigüer. Tampoc no hi ha cap impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?","Segons la Maria, sí. Però en realitat no: el context diu que no hi ha cap paraigua, així que l’afirmació de la Maria és falsa."
B5C,Catalan,"Aquí tens el context: El temps és serè. Hi ha un impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?","No es pot saber. Del que diu la Maria (“si plou, aleshores hi ha paraigua”) no se’n dedueix res quan el temps és serè; podria haver-hi un paraigua o no."
B6T,Catalan,"Aquí tens el context: La roda del cotxe està punxada i hi ha un inflador al garatge. També hi ha una bicicleta a la porta d'entrada. La Maria diu: ""Si la roda del cotxe està punxada, hi ha un inflador al garatge"". Segons el que diu la Maria, és veritat que hi ha un inflador al garatge?","Sí. Com que la roda està punxada, de la condicional que diu la Maria se’n dedueix que hi ha un inflador al garatge."
B6F,Catalan,"Aquí tens el context: La roda del cotxe està punxada i no hi ha cap inflador al garatge. Tampoc no hi ha cap bicicleta a la porta d'entrada. La Maria diu: ""Si la roda del cotxe està punxada, hi ha un inflador al garatge"". Segons el que diu la Maria, és veritat que hi ha un inflador al garatge?","Sí, segons el que diu la Maria. Però en realitat no n’hi ha; per tant, la seva afirmació és falsa."
B6C,Catalan,"Aquí tens el context: La roda del cotxe està inflada. Hi ha una bicicleta a la porta d'entrada. La Maria diu: ""Si la roda del cotxe està punxada, hi ha un inflador al garatge"". Segons el que diu la Maria, és veritat que hi ha un inflador al garatge?","No ho sabem. La Maria fa una condicional: “si la roda està punxada, hi ha un inflador”. Com que la roda està inflada, no podem concloure que hi hagi un inflador al garatge."
B7T,Catalan,"Aquí tens el context: La planta està seca i hi ha una regadora a la prestatgeria. També hi ha una mànega al jardí. La Maria diu: ""Si la planta està seca, hi ha una regadora a la prestatgeria"". Segons el que diu la Maria, és veritat que hi ha una regadora a la prestatgeria?","Sí. Segons el que diu la Maria, com que la planta està seca, hi ha una regadora a la prestatgeria. A més, el context també ho confirma."
B7F,Catalan,"Aquí tens el context: La planta està seca i no hi ha cap regadora a la prestatgeria. Tampoc no hi ha cap mànega al jardí. La Maria diu: ""Si la planta està seca, hi ha una regadora a la prestatgeria"". Segons el que diu la Maria, és veritat que hi ha una regadora a la prestatgeria?","No. En realitat no hi ha cap regadora a la prestatgeria; per tant, la condicional de la Maria és falsa (la planta està seca però no hi ha regadora). Segons ella, n’hi hauria d’haver, però el context ho desmenteix."
B7C,Catalan,"Aquí tens el context: La planta no està seca. Hi ha una mànega al jardí. La Maria diu: ""Si la planta està seca, hi ha una regadora a la prestatgeria"". Segons el que diu la Maria, és veritat que hi ha una regadora a la prestatgeria?","No se’n pot deduir. De la frase “Si la planta està seca, hi ha una regadora a la prestatgeria” i sabent que la planta no està seca, no es pot concloure si hi ha o no hi ha una regadora. Podria haver-n’hi o no."
B8T,Catalan,"Aquí tens el context: La camisa del Jordi està arrugada i hi ha una planxa a l'armari. També hi ha una taula de planxar al balcó. La Maria diu: ""Si la camisa del jordi està arrugada, hi ha una planxa a l'armari"". Segons el que diu la Maria, és veritat que hi ha una planxa a l'armari?","Sí. Segons la condicional de la Maria, com que la camisa del Jordi està arrugada, se’n dedueix que hi ha una planxa a l’armari."
B8F,Catalan,"Aquí tens el context: La camisa del Jordi està arrugada i no hi ha cap planxa a l'armari. Tampoc no hi ha cap taula de planxar al balcó. La Maria diu: ""Si la camisa del jordi està arrugada, hi ha una planxa a l'armari"". Segons el que diu la Maria, és veritat que hi ha una planxa a l'armari?","Segons la Maria, sí. Però segons el context donat, no: s’hi diu explícitament que no hi ha cap planxa a l’armari."
B8C,Catalan,"Aquí tens el context: La camisa del Jordi no té arrugues. Hi ha una taula de planxar al balcó. La Maria diu: ""Si la camisa del jordi està arrugada, hi ha una planxa a l'armari"". Segons el que diu la Maria, és veritat que hi ha una planxa a l'armari?","No es pot saber. De “Si la camisa està arrugada, aleshores hi ha una planxa a l’armari” i sabent que la camisa no està arrugada, no es pot concloure res sobre si hi ha (o no) una planxa a l’armari. Podria haver-n’hi o no."
