test_item,language,prompt,answer
B4F,English,"Here's the context: Peter's phone is dead and there is no charger in the drawer. There is no computer on the table either. Mary says: ""If Peter's phone is dead, there is a charger in the drawer"". Based on what Mary says, is it true that there is a charger in the drawer?","No.

The context explicitly states there is no charger in the drawer, making Mary's conditional statement false (since the antecedent ""Peter's phone is dead"" is true but the consequent is false). Mary's statement does not change the given facts."
B4C,English,"Here's the context: Peter's phone is fully charged. There is a computer on the table. Mary says: ""If Peter's phone is dead, there is a charger in the drawer"". Based on what Mary says, is it true that there is a charger in the drawer?","No

The conditional statement from Mary (""If Peter's phone is dead, then there is a charger in the drawer"") does not provide information about the existence of the charger when the phone is fully charged (i.e., the condition is false). The presence of the computer on the table is irrelevant."
B5T,English,"Here's the context: The weather is rainy and there is an umbrella on the coat rack. There is also a raincoat in the car. Mary says: ""If the weather is rainy, there is an umbrella on the coat rack"". Based on what Mary says, is it true that there is an umbrella on the coat rack?","Yes.

Mary's statement is the conditional ""If the weather is rainy, then there is an umbrella on the coat rack."" The context confirms the weather is rainy, so by modus ponens (affirming the antecedent), her statement implies there is an umbrella on the coat rack."
B5F,English,"Here's the context: The weather is rainy and there is no umbrella on the coat rack. There is no raincoat in the car either. Mary says: ""If the weather is rainy, there is an umbrella on the coat rack"". Based on what Mary says, is it true that there is an umbrella on the coat rack?","No

Mary's statement (""If the weather is rainy, there is an umbrella on the coat rack"") is logically false given the context that it is rainy but there is no umbrella. The context directly states there is no umbrella on the coat rack, so it is not true that there is one."
B5C,English,"Here's the context: The weather is sunny. There is a raincoat in the car. Mary says: ""If the weather is rainy, there is an umbrella on the coat rack"". Based on what Mary says, is it true that there is an umbrella on the coat rack?","No

The weather is sunny (not rainy), so Mary's conditional statement (""If rainy, then umbrella on coat rack"") is vacuously true but provides no information about whether there actually is an umbrella. Her statement alone does not entail or prove that there is one."
B6T,English,"Here's the context: Your tire is flat and there is a pump in the garage. There is also a bike by the front door. Mary says: ""If your tire is flat, there is a pump in the garage"". Based on what Mary says, is it true that there is a pump in the garage?","Yes

Mary's statement is a conditional: If the tire is flat (true, per context), then there is a pump in the garage. Assuming the statement is true, it follows that there is a pump in the garage."
B6F,English,"Here's the context: Your tire is flat and there is no pump in the garage. There is no bike by the front door either. Mary says: ""If your tire is flat, there is a pump in the garage"". Based on what Mary says, is it true that there is a pump in the garage?",No.
B6C,English,"Here's the context: Your tire is not flat. There is a bike by the front door. Mary says: ""If your tire is flat, there is a pump in the garage"". Based on what Mary says, is it true that there is a pump in the garage?","No

The conditional statement (""If your tire is flat, then there is a pump in the garage"") provides no information about the existence of a pump when the tire is known not to be flat. The truth of the pump's existence cannot be affirmed based on Mary's statement under these conditions."
B7T,English,"Here's the context: The plant is dry and there is a water can on the shelf. There is also a hose in the garden. Mary says: ""If the plant is dry, there is a water can on the shelf"". Based on what Mary says, is it true that there is a water can on the shelf? ","Yes

The context explicitly states that there is a water can on the shelf (and the plant is dry), which directly confirms the fact. Mary's conditional statement is true under these circumstances but is not needed to establish the presence of the water can."
B7F,English,"Here's the context: The plant is dry and there is no water can on the shelf. There is no hose in the garden either. Mary says: ""If the plant is dry, there is a water can on the shelf"". Based on what Mary says, is it true that there is a water can on the shelf? ",No. The context explicitly states that there is no water can on the shelf.
B7C,English,"Here's the context: The plant is not dry. There is a hose in the garden. Mary says: ""If the plant is dry, there is a water can on the shelf"". Based on what Mary says, is it true that there is a water can on the shelf? ","No

The plant is not dry, so Mary's conditional statement (""If the plant is dry, there is a water can on the shelf"") does not apply and provides no information about whether there is a water can on the shelf. The hose is irrelevant."
B8T,English,"Here's the context: George's shirt is wrinkled and there is an iron in the closet. There is also an ironing board on the balcony. Mary says: ""If George's shirt is wrinkled, there is an iron in the closet"". Based on what Mary says, is it true that there is an iron in the closet?","Yes

Mary's statement is a conditional: If the shirt is wrinkled (true, per context), then there is an iron in the closet. Assuming the conditional is true, the consequent must hold, so there is an iron in the closet. (The additional detail about the ironing board is irrelevant.)"
B8F,English,"Here's the context: George's shirt is wrinkled and there is no iron in the closet. There is no ironing board on the balcony either. Mary says: ""If George's shirt is wrinkled, there is an iron in the closet"". Based on what Mary says, is it true that there is an iron in the closet?","No

## Explanation

The reasoning follows logical analysis of the provided context and Mary's statement:

1. The context states two key facts: George's shirt is wrinkled (true) and there is no iron in the closet (false). This establishes the actual situation.

2. Mary's statement is a conditional: ""If George's shirt is wrinkled, then there is an iron in the closet,"" which can be denoted as P → Q, where P is ""shirt is wrinkled"" and Q is ""there is an iron in the closet.""

3. Since P is true and Q is false, the conditional P → Q does not hold, making Mary's statement false.

4. The question asks whether it is true that there is an iron in the closet, specifically based on what Mary says. However, the context overrides any implication from Mary's false statement, confirming that no iron exists.

5. Thus, the conclusion is that there is no iron in the closet, as directly stated in the context."
B8C,English,"Here's the context: George's shirt is not wrinkled. There is an ironing board on the balcony. Mary says: ""If George's shirt is wrinkled, there is an iron in the closet"". Based on what Mary says, is it true that there is an iron in the closet?","No, Mary's statement does not imply that there is an iron in the closet, since George's shirt is not wrinkled (making the conditional vacuously true but providing no information about the consequent)."
B9T,English,"Here's the context: Susy wants to read and there are books on the shelf. There is also a newspaper on the couch. Mary says: ""If Susy wants to read, there are books on the shelf"". Based on what Mary says, is it true that there are books on the shelf?","Yes

The context confirms that Susy wants to read, making the antecedent of Mary's conditional statement true. The conditional therefore affirms that there are books on the shelf."
B9F,English,"Here's the context: Susy wants to read and there are no books on the shelf. There is no newspaper on the couch either. Mary says: ""If Susy wants to read, there are books on the shelf"". Based on what Mary says, is it true that there are books on the shelf?","No

## Explanation

The reasoning follows a step-by-step logical analysis based on the provided context and Mary's statement.

1. **Identify key elements from the context**: The context establishes two facts: Susy wants to read (denoted as P: true), and there are no books on the shelf (denoted as Q: false). The detail about the newspaper is irrelevant to the question.

2. **Interpret Mary's statement**: Mary states, ""If Susy wants to read, there are books on the shelf,"" which is a conditional implication in logical terms: P → Q (If P, then Q).

3. **Evaluate the truth of the implication**: In logic, an implication P → Q is false only when P is true and Q is false. Here, P is true (Susy wants to read) and Q is false (no books on the shelf), so Mary's statement is false.

4. **Address the question's focus**: The question asks whether it is true that there are books on the shelf (i.e., is Q true?), specifically ""based on what Mary says."" Mary's false statement does not alter the factual context, which directly states Q is false. Thus, Mary's claim cannot be taken as evidence that books are present; it is contradicted by the established facts.

5. **Conclude based on the evidence**: The context provides the definitive information, leading to the determination that there are no books on the shelf."
B9C,English,"Here's the context: Susy does not want to read. There is a newspaper on the couch. Mary says: ""If Susy wants to read, there are books on the shelf"". Based on what Mary says, is it true that there are books on the shelf?","No

The conditional statement by Mary (""If Susy wants to read, there are books on the shelf"") does not entail that there are actually books on the shelf. Since Susy does not want to read (making the antecedent false), the truth of the consequent is undetermined by the statement."
F1T,English,"Here's the context: Although pizza is more expensive than pasta, people buy it more. There is pizza in the fridge. In this context, is pizza more popular than pasta?","Yes

The context states that people buy pizza more than pasta despite its higher cost, which directly indicates greater popularity."
F1F,English,"Here's the context: Although pizza is more expensive than pasta, people buy it more. There is pizza in the fridge. In this context, is pasta more popular than pizza?",No
F2T,English,"Here's the context: Although black coffee is cheaper than green tea, most people prefer green tea. There is black coffee in the pot. In this context, is green tea more used than black coffee?",Yes
F2F,English,"Here's the context: Although black coffee is cheaper than green tea, most people prefer green tea. There is black coffee in the pot. In this context, is black coffee more used than green tea?",No
F3T,English,"Here's the context: Although water is healthier than soda, many choose soda. There is water in the freezer. In this context, is soda more in demand than water?","Yes, based on the context that many people choose soda over the healthier water option."
F3F,English,"Here's the context: Although water is healthier than soda, many choose soda. There is water in the freezer. In this context, is water more in demand than soda?",No
F4T,English,"Here's the context: Although broccoli is more difficult to cook than gnocchi, people use it more. There is broccoli in the oven. In this context, is broccoli more popular than gnocchi?","Yes

The context states that people use broccoli more than gnocchi (despite it being more difficult to cook), which implies greater popularity in terms of common usage."
F4F,English,"Here's the context: Although broccoli is more difficult to cook than gnocchi, people use it more. There is broccoli in the oven. In this context,  are gnocchi more popular than broccoli?","No, gnocchi are not more popular than broccoli. The context states that people use broccoli more than gnocchi, implying greater popularity for broccoli."
F5T,English,"Here's the context: Although sushi is healthier than burgers, people eat burgers more often. There is sushi on the table. In this context, are burgers more popular than sushi?","Yes, based on the context that people eat burgers more often."
F5F,English,"Here's the context: Although sushi is healthier than burgers, people eat burgers more often. There is sushi on the table. In this context, is sushi more popular than burgers?",No
F6T,English,"Here's the context: Although bananas are more expensive than kiwis, people purchase them more. There are bananas in the basket. In this context, are bananas more popular than kiwis?","Yes, based on the context, bananas are more popular than kiwis because people purchase them more despite the higher price."
F6F,English,"Here's the context: Although bananas are more expensive than kiwis, people purchase them more. There are bananas in the basket. In this context, are kiwis more popular than bananas?","No, bananas are more popular than kiwis, as people purchase them more despite the higher cost."
F7T,English,"Here's the context: Although dogs are more lively than cats, people prefer them. There is a cat up in the tree. In this context, are dogs more popular than cats?",Yes
F7F,English,"Here's the context: Although dogs are more lively than cats, people prefer them. There is a cat up in the tree. In this context, are cats more popular than dogs?",No
F8T,English,"Here's the context: Although reading books is more educational than watching TV, most people watch TV. There is a book on the shelf. In this context, are more people watching TV than reading books?",Yes.
F8F,English,"Here's the context: Although reading books is more educational than watching TV, most people watch TV. There is a book on the shelf. In this context, are more people reading books than watching TV?","No

The context explicitly states that ""most people watch TV,"" which implies that fewer people read books by comparison. The detail about a book on the shelf is irrelevant to the number of people engaging in each activity."
F9T,English,"Here's the context: Although running is better for fitness than walking, most people prefer walking. There is a runner on the track. In this context, is walking more popular than running?","Yes, according to the context, most people prefer walking over running."
F9F,English,"Here's the context: Although running is better for fitness than walking, most people prefer walking. There is a runner on the track. In this context, is running more popular than walking?","No, running is not more popular than walking."
S1T,English,"Here's the context: The parrot is in the cage. Also, the dog is in the doghouse. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?",Yes
S1F,English,"Here's the context: The parrot is in the cage. Also, the dog is in the doghouse. Thomas did not bring pizza. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?",No
S1C,English,"Here's the context: The parrot is not in the cage. The dog is not in the doghouse either. Mary had said: ""If the parrot is in the cage, Thomas will bring pizza"". Based on what Mary says, is it true that Thomas brought pizza?","No, it is not necessarily true that Thomas brought pizza. The conditional statement only applies if the parrot is in the cage, which it is not, so the information provided does not determine whether Thomas brought pizza."
S2T,English,"Here's the context: You finished your broccoli. You also finished your pasta. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?","Yes

## Explanation

The reasoning follows logical deduction from the given conditional statement. Mary's statement establishes a clear implication: ""If you finish your broccoli (P), then Mark will give you a candy (Q)."" This forms a true conditional (P → Q). The context confirms that P is true, as you finished your broccoli. In logic, when the antecedent (P) of a true conditional is satisfied, the consequent (Q) must follow, leading to the conclusion that Mark gave you the candy. The mention of finishing pasta is irrelevant, as it does not affect the conditional. Thus, based solely on Mary's statement and the facts provided, the claim holds true."
S2F,English,"Here's the context: You finished your broccoli. You also finished your pasta. Mary did not give you a candy. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?","No

## Explanation

The reasoning follows logical implication based on the given context. Mary's statement forms a conditional: If you finish your broccoli (P), then Mark will give you a candy (Q). In logical terms, this is ""P → Q"".

- The context confirms P is true, as broccoli was finished.
- Mary's statement implies that if P holds, then Q must follow for the conditional to be satisfied.
- However, the context provides no direct evidence that Q occurred (i.e., Mark actually gave the candy). It only reports unrelated facts, such as finishing pasta and Mary not giving candy, which do not affect the conditional.
- The question asks whether it is true that Mark gave the candy, based solely on Mary's statement and the facts. Since the conditional does not guarantee Q's occurrence without additional confirmation, and no such confirmation exists in the context, it cannot be affirmed as true.
- Therefore, the conclusion is that Mark giving the candy is not established as true, leading to the answer ""No""."
S2C,English,"Here's the context: You didn't finish your broccoli. You didn't finish your pasta either. Mary had said: ""If you finish your broccoli, Mark will give you a candy"". Based on what Mary says, is it true that Mark gave you a candy?","No

The condition for receiving candy (finishing the broccoli) was not met, so Mark did not give you a candy."
S3T,English,"Here's the context: The foxes are dancing. Also, the squirrels are eating. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?",Yes.
S3F,English,"Here's the context: The foxes are dancing. Also, the squirrels are eating. Susan did not get a shovel. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?",Yes
S3C,English,"Here's the context: The foxes are not dancing. The squirrels are not eating either. Mary had said: ""If the foxes are dancing, Susan will get a camera"". Based on what Mary says, is it true that Susan got a camera?","No

The conditional statement from Mary (""If the foxes are dancing, Susan will get a camera"") does not imply that Susan got a camera, since the foxes are not dancing. The antecedent is false, so there is no basis—logical or otherwise—for concluding that the consequent (Susan getting a camera) is true."
S4T,English,"Here's the context: The TV is on. The radio is also on. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","Yes.

Mary's conditional statement (""If the TV is on, Matthew will bake cookies"") is satisfied by the given fact that the TV is on, so Matthew baked cookies (with the radio detail being irrelevant)."
S4F,English,"Here's the context: The TV is on. The radio is also on. Matthew did not bake cookies. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","No

## Explanation

The reasoning follows logical analysis of the conditional statement and given facts:

1. Mary's statement is a conditional: ""If the TV is on, then Matthew will bake cookies,"" represented as P → Q, where P is ""the TV is on"" and Q is ""Matthew bakes cookies.""

2. The facts establish that P is true (the TV is on) and Q is false (Matthew did not bake cookies).

3. The question specifically asks whether it is true that Matthew baked cookies, which directly corresponds to Q.

4. Since Q is false based on the provided facts, the conclusion is that it is not true that Matthew baked cookies.

5. Mary's statement and the radio being on do not alter the evaluation of Q, as the query focuses solely on the occurrence of cookie baking."
S4C,English,"Here's the context: The TV is off. The radio is also off. Mary had said: ""If the TV is on, Matthew will bake cookies"". Based on what Mary says, is it true that Matthew baked cookies?","No

The statement ""If the TV is on, Matthew will bake cookies"" is a conditional that only applies when the TV is on. Since the TV is off, the condition is not met, and Mary's statement provides no information about whether Matthew baked cookies. Therefore, it is not true that he did (we cannot conclude that he baked them based on the given information)."
S5T,English,"Here's the context: Today, the weather is sunny. Also, there is no wind. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?",Yes.
S5F,English,"Here's the context: Today, the weather is sunny. Also, there is no wind. Emma is wearing green. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?",No
S5C,English,"Here's the context: Today, the weather is rainy. Also, it is very windy. Mary had said: ""If the weather is sunny, Emma will wear purple"". Based on what Mary says, is it true that Emma wore purple?","No

The weather is rainy (not sunny), so Mary's conditional statement (""If sunny, then Emma wears purple"") provides no information about what Emma wore today. We cannot conclude that she wore purple."
S6T,English,"Here's the context: The playground is empty.  Also, the streets are quiet. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?",Yes.
S6F,English,"Here's the context: The playground is empty.  Also, the streets are quiet. Angela did not take a selfie. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?",No.
S6C,English,"Here's the context: The playground is crowded.  Also, the streets are lively. Mary had said: ""If the playground is empty, Angela will take a selfie"". Based on what Mary says, is it true that Angela took a selfie?",No
S7T,English,"Here's the context: The lawn has been mowed. Also, the flowers have been watered. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?","No

The lawn was mowed, but there's no information confirming that Paul was the one who mowed it (as opposed to someone else). Mary's conditional statement (""If Paul mows the lawn, then he will get 50 euros"") doesn't apply unless Paul specifically mowed it, so we can't conclude he got the money. The detail about the flowers being watered is irrelevant."
S7F,English,"Here's the context: The lawn has been mowed. Also, the flowers have been watered. Paul did not get 50 euros. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?",No
S7C,English,"Here's the context: The lawn has not been mowed. Also, the flowers still need watering. Mary had said: ""If Paul mows the lawn, he will get 50 euros"". Based on what Mary says, is it true that Paul got 50 euros?","No

The conditional promise (""If Paul mows the lawn, he will get 50 euros"") was not fulfilled, as the lawn was not mowed. Therefore, Paul did not get 50 euros."
S8T,English,"Here's the context: The dog is playing. Also, the cat is climbing the tree. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?",Yes.
S8F,English,"Here's the context: The dog is playing. Also, the cat is climbing the tree. Anthony did not read a book. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?",No
S8C,English,"Here's the context: The dog is not playing. Also, the cat is sleeping. Mary had said: ""If the dog is playing, Anthony will read a book"". Based on what Mary says, is it true that Anthony read a book?","No

The given information states that the dog is not playing, which means the condition in Mary's statement (""If the dog is playing, Anthony will read a book"") does not apply. Therefore, there is no basis to conclude that Anthony read (or did not read) a book. It is not true that he did so based on the provided details."
S9T,English,"Here's the context: The fridge is empty. Also, the oven is broken. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?","Yes. Mary's conditional statement (""If the fridge is empty, then Amy will bring donuts"") is true, and the antecedent (fridge is empty) is true, so the consequent (Amy brought donuts) must be true. The status of the oven is irrelevant."
S9F,English,"Here's the context: The fridge is empty. Also, the oven is broken. Amy did not bring donuts. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?",No
S9C,English,"Here's the context: The fridge is full. Also, the oven is on. Mary had said: ""If the fridge is empty, Amy will bring donuts"". Based on what Mary says, is it true that Amy brought donuts?","No

The conditional statement ""If the fridge is empty, Amy will bring donuts"" does not imply that Amy brought donuts when the fridge is full (i.e., the condition is not met). The oven's status is irrelevant."
B1T,Catalan,"Aquí tens el context: En Joan té gana i hi ha pizza al forn. També hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?",Yes
B1F,Catalan,"Aquí tens el context: En Joan té gana i no hi ha pizza al forn. Tampoc no hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?",Sí.
B1C,Catalan,"Aquí tens el context: En Joan no té gana. Hi ha pasta a la nevera. La Maria diu: ""Si en Joan té gana, hi ha pizza al forn"". Segons el que diu la Maria, és veritat que hi ha pizza al forn?",No
B2T,Catalan,"Aquí tens el context: La Núria té mal de cap i hi ha aspirines sobre la taula. També hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?",Sí
B2F,Catalan,"Aquí tens el context: La Núria té mal de cap i no hi ha aspirines sobre la taula. Tampoc no hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?",Sí
B2C,Catalan,"Aquí tens el context: La Núria no té mal de cap. També hi ha ibuprofèn al calaix. La Maria diu: ""Si la Núria té mal de cap, hi ha aspirines sobre la taula"". Segons el que diu la Maria, és veritat que hi ha aspirines sobre la taula?","No

Explicació: L'afirmació de la Maria és una condicional (""Si la Núria té mal de cap, hi ha aspirines sobre la taula""). Com que la Núria no té mal de cap (l'antecedent és fals), aquesta condicional no implica res sobre la presència d'aspirines sobre la taula. Per tant, no es pot concloure que hi hagi aspirines allà segons el que diu la Maria."
B3T,Catalan,"Aquí tens el context: La Llúcia té set i hi ha aigua a la nevera. També hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?","Sí.

La declaració de la Maria és una condicional (si P, llavors Q), i el context confirma que P (la Llúcia té set) i Q (hi ha aigua a la nevera) són veritables. Per tant, segons el que diu la Maria i el context proporcionat, és veritat que hi ha aigua a la nevera."
B3F,Catalan,"Aquí tens el context: La Llúcia té set i no hi ha aigua a la nevera. Tampoc no hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?",Sí
B3C,Catalan,"Aquí tens el context: La Llúcia no té set. Hi ha suc de poma al rebost. La Maria diu: ""Si la Llúcia té set, hi ha aigua  a la nevera"". Segons el que diu la Maria, és veritat que hi ha aigua a la nevera?","No

**Explanation**: L'afirmació de la Maria és una condicional (""Si P, llavors Q""), on P (""la Llúcia té set"") és falsa segons el context. Una condicional amb antecedent fals no implica res sobre Q (""hi ha aigua a la nevera""). Per tant, no podem concloure que Q sigui veritat segons el que diu la Maria; no hi ha informació suficient per afirmar-ho."
B4T,Catalan,"Aquí tens el context: El mòbil del Pere no té bateria i hi ha un carregador al calaix. També hi ha un ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?",Sí
B4F,Catalan,"Aquí tens el context: El mòbil del Pere no té bateria i no hi ha cap carregador al calaix. Tampoc no hi ha cap ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?","Sí

**Explicació:** Segons l'enunciat de la Maria (""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix""), i donat que el context confirma que el mòbil no té bateria, la seva afirmació implica que sí que hi ha un carregador al calaix."
B4C,Catalan,"Aquí tens el context: El mòbil del Pere està carregat. Hi ha un ordinador sobre la taula. La Maria diu: ""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix"". Segons el que diu la Maria, és veritat que hi ha un carregador al calaix?","No

Explicació: L'afirmació de la Maria és condicional (""Si el mòbil del Pere no té bateria, hi ha un carregador al calaix""), no una afirmació directa de l'existència del carregador. Com que el mòbil del Pere està carregat (segons el context), la condició no s'escau, i no es pot concloure que hi hagi un carregador al calaix."
B5T,Catalan,"Aquí tens el context: El temps és plujós i hi ha un paraigua al paraigüer. També hi ha un impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?",Yes
B5F,Catalan,"Aquí tens el context: El temps és plujós i no hi ha cap paraigua al paraigüer. Tampoc no hi ha cap impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?",No
B5C,Catalan,"Aquí tens el context: El temps és serè. Hi ha un impermeable al cotxe. La Maria diu: ""Si el temps és plujós, hi ha un paraigua al paraigüer"". Segons el que diu la Maria, és veritat que hi ha un paraigua al paraigüer?","No

La declaració de la Maria és una condicional (""Si P, llavors Q"") on P (""el temps és plujós"") és falsa (el temps és serè). Això no implica que Q (""hi ha un paraigua al paraigüer"") sigui certa, per la qual cosa no es pot concloure que hi hagi un paraigua allà."
B6T,Catalan,"Aquí tens el context: La roda del cotxe està punxada i hi ha un inflador al garatge. També hi ha una bicicleta a la porta d'entrada. La Maria diu: ""Si la roda del cotxe està punxada, hi ha un inflador al garatge"". Segons el que diu la Maria, és veritat que hi ha un inflador al garatge?","Sí, és veritat. La declaració de la Maria és una condicional que, donada la premissa del context (la roda punxada), implica l'existència de l'inflador al garatge."
